timestamp,step,action,position,prev_position,hedge_adjustment,stock_price_prev,stock_price_now,option_price_prev,option_price_now,ttm,moneyness,realized_vol,reward,step_pnl,option_component,hedge_component,transaction_component,risk_aversion_xi,cumulative_reward,discounted_cumulative_reward,time_elapsed_years,financial_discount_factor,discounted_reward,cumulative_pnl,option_pnl,hedge_pnl,trade_cost,total_pnl,cash_account_prev,cash_account,portfolio_value,prev_portfolio_value,daily_return,daily_return_pct,cumulative_return,cumulative_return_pct,discount_factor,q1_value,q2_value,q_mean_value,action_raw,state
2004-01-05,1,0.0,0.0,0.0,0.0,1108.47998046875,1122.219970703125,11.378550029549501,16.373343359100318,0.11507936507936507,1.012395343602475,0.2,-0.07289725616785081,-0.004994793329550816,-0.004994793329550816,0.0,0.0,0.01,-0.07289725616785081,-0.07289725616785081,0.0,1.0,-0.07289725616785081,-4994.793329550816,-4994.793329550816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-100.0,1.0,22.555269241333008,7.700704574584961,15.127986907958984,0.0,"[ 40.82326   596.86395     1.5613918   2.6259637   2.3093047   0.
   0.5984821]"
2004-01-06,2,0.0,0.0,0.0,0.0,1122.219970703125,1123.6700439453125,16.373343359100318,18.101541028909878,0.1111111111111111,1.0137035072750153,0.12378716725082023,-0.04237889889822295,-0.0017281976698095606,-0.0017281976698095606,0.0,0.0,0.01,-0.11527615506607376,-0.1152738574869065,0.0027378507871321013,0.9999457848309653,-0.04237660131905568,-1728.1976698095605,-1728.1976698095605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-100.0,1.0000542181084786,22.48057746887207,8.473414421081543,15.476995944976807,0.0,"[ 45.199223  597.72424     1.4457332   2.7183664  -1.0293349   0.
   0.6570181]"
2004-01-07,3,0.0,0.0,0.0,0.0,1123.6700439453125,1126.3299560546875,18.101541028909878,23.872107422049112,0.10714285714285714,1.0161031104760134,0.0965309198504169,-0.0861336275132963,-0.005770566393139233,-0.005770566393139233,0.0,0.0,0.01,-0.20140978257937006,-0.20139814575502363,0.0054757015742642025,0.9998915726012151,-0.08612428826811712,-5770.566393139234,-5770.566393139234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-100.0,1.0000542181084786,22.030536651611328,10.419020652770996,16.224778652191162,0.0,"[ 59.810852   599.3022       1.3300745    2.887863    -2.2233436
   0.           0.72213465]"
2004-01-08,4,0.0,0.0,0.0,0.0,1126.3299560546875,1131.9200439453125,23.872107422049112,29.306530842567668,0.10317460317460317,1.0211461315401025,0.07887308460267294,-0.08599440900592105,-0.005434423420518556,-0.005434423420518556,0.0,0.0,0.01,-0.2874041915852911,-0.28737856891495617,0.008213552361396304,0.9998373633105901,-0.08598042315993257,-5434.423420518556,-5434.423420518556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-100.0,1.0000542181084786,21.53943634033203,12.153251647949219,16.846343994140625,0.0,"[ 73.571335  602.61847     1.2144159   3.244078   -2.9968767   0.
   0.8212361]"
2004-01-09,5,0.0,0.0,0.0,0.0,1131.9200439453125,1121.8599853515625,29.306530842567668,16.888964114685223,0.0992063492063492,1.0120705877585217,0.12152950200457795,0.08687210834872533,0.012417566727882445,0.012417566727882445,-0.0,0.0,0.01,-0.2005320832365658,-0.20052529817838927,0.010951403148528405,0.9997831569589309,0.08685327073656691,12417.566727882444,12417.566727882444,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-100.0,1.0000542181084786,22.518821716308594,8.005940437316895,15.262381076812744,0.0,"[ 42.128864   596.6504       1.0987573    2.6030245   -1.1282359
   0.           0.64966786]"
2004-01-12,6,0.0,0.0,0.0,0.0,1121.8599853515625,1127.22998046875,16.888964114685223,25.664844818296842,0.09523809523809523,1.0169150551479254,0.10978416540995554,-0.11611978943048983,-0.00877588070361162,-0.00877588070361162,0.0,0.0,0.01,-0.31665187266705563,-0.3166010265976369,0.019164955509924708,0.9996205555361554,-0.11607572841924763,-8775.88070361162,-8775.88070361162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-100.0,1.0001626631444052,21.829742431640625,10.904535293579102,16.367138862609863,0.0,"[ 64.350235   599.8361       0.98309857   2.9452147   -1.6427615
   0.           0.7150664 ]"
2004-01-13,7,0.0,0.0,0.0,0.0,1127.22998046875,1121.219970703125,25.664844818296842,19.43354538658275,0.09126984126984126,1.011493207327919,0.11149009686893756,0.030936545679020974,0.006231299431714092,0.006231299431714092,-0.0,0.0,0.01,-0.28571532698803465,-0.28567789621324197,0.02190280629705681,0.9995663609387664,0.030923130384394912,6231.299431714092,6231.299431714092,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-100.0,1.0000542181084786,22.3084774017334,8.85148811340332,15.57998275756836,0.0,"[ 48.571987   596.27075      0.8674399    2.562241    -1.56803
   0.           0.65921265]"
2004-01-14,8,0.0,0.0,0.0,0.0,1121.219970703125,1130.52001953125,19.43354538658275,24.05749119839902,0.0873015873015873,1.0198831187309128,0.10971811253512183,-0.07466248441389411,-0.00462394581181627,-0.00462394581181627,0.0,0.0,0.01,-0.36037781140192876,-0.3603039579735736,0.024640657084188913,0.9995121692795467,-0.07462606176033165,-4623.94581181627,-4623.94581181627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-100.0,1.0000542181084786,22.166046142578125,10.38129711151123,16.273671627044678,0.0,"[ 60.28026   601.7879      0.7517813   3.1548648  -1.645655    0.
   0.7509182]"
2004-01-15,9,0.0,0.0,0.0,0.0,1130.52001953125,1132.050048828125,24.05749119839902,26.529181869071294,0.08333333333333333,1.021263413660757,0.10279938663995564,-0.057509987131068675,-0.0024716906706722737,-0.0024716906706722737,0.0,0.0,0.01,-0.41788779853299746,-0.41778277357352744,0.02737850787132101,0.9994579805583369,-0.05747881559995384,-2471.690670672274,-2471.690670672274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-100.0,1.0000542181084786,21.906169891357422,11.174505233764648,16.540337562561035,0.0,"[ 66.53882    602.6956       0.6361226    3.2523623   -1.9487422
   0.           0.78230953]"
2004-01-16,10,0.0,0.0,0.0,0.0,1132.050048828125,1139.8299560546875,26.529181869071294,33.18868127731503,0.07936507936507936,1.0282819501825196,0.09953057849767075,-0.10137642049984544,-0.006659499408243732,-0.006659499408243732,0.0,0.0,0.01,-0.5192642190328429,-0.5190987529217769,0.030116358658453114,0.9994037947749779,-0.10131597934824939,-6659.499408243732,-6659.499408243732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-100.0,1.0000542181084786,21.314910888671875,13.014142036437988,17.16452646255493,0.0,"[ 8.3401306e+01  6.0731097e+02  5.2046394e-01  3.7481184e+00
 -2.0919383e+00  0.0000000e+00  8.5662395e-01]"
