timestamp,step,action,position,prev_position,hedge_adjustment,stock_price_prev,stock_price_now,option_price_prev,option_price_now,ttm,moneyness,realized_vol,reward,step_pnl,option_component,hedge_component,transaction_component,risk_aversion_xi,cumulative_reward,discounted_cumulative_reward,time_elapsed_years,financial_discount_factor,discounted_reward,cumulative_pnl,option_pnl,hedge_pnl,trade_cost,total_pnl,cash_account_prev,cash_account,portfolio_value,prev_portfolio_value,daily_return,daily_return_pct,cumulative_return,cumulative_return_pct,discount_factor,q1_value,q2_value,q_mean_value
2004-01-05,1,0.24772406,846.2061049068243,0.0,0.7540465568231114,1108.47998046875,1122.219970703125,16.31009544803726,18.365269262219726,0.11507936507936507,1.012395343602475,0.2,-0.6145138809627814,-0.0029013799190892916,-0.002055173814182467,0.0,0.0008462061049068244,0.01,-0.6145138809627814,-0.6145138809627814,0.0,1.0,-0.6145138809627814,-2055.173814182467,-2055.173814182467,0.0,0.8462061049068244,-847.0523110117311,0.0,-847.0523110117311,948782.3379463302,0.0,0.0,0.0,-0.1545486956965556,-15.45486956965556,1.0,,,
2004-01-06,2,0.2561385,913.156642403284,846.2061049068243,0.05958202575320951,1122.219970703125,1123.6700439453125,18.365269262219726,24.484128490263174,0.1111111111111111,1.0137035072750153,0.12378716725082023,-0.6586625705823922,-0.00509238703012712,-0.006118859228043448,0.0010934227354127872,6.695053749645967e-05,0.01,-1.2731764515451736,-1.2731407420425727,0.0027378507871321013,0.9999457848309653,-0.6586268610797913,-4891.798397942353,-6118.859228043448,1227.0608301010946,0.06695053749645967,312.9451054813218,-847.0523110117311,-914.1157246197728,1025172.6487736322,948782.3379463302,0.08051405235119714,8.051405235119715,-0.0864779851214802,-8.64779851214802,1.0000542181084786,,,
2004-01-07,3,0.25212628,974.2609256667453,913.156642403284,0.054250784093053506,1123.6700439453125,1126.3299560546875,24.484128490263174,20.83156642148242,0.10714285714285714,1.0161031104760134,0.0965309198504169,-0.6389863514049218,0.00575304999309864,0.003652562068780753,0.0021615922075813483,6.11042832634613e-05,0.01,-1.9121628029500952,-1.9120578098195526,0.0054757015742642025,0.9998915726012151,-0.6389170677769799,6081.478479665465,3652.562068780753,2428.9164108847117,0.0611042832634613,1453.5857370926947,-914.1157246197728,-975.330673792017,1096363.9349182325,1025172.6487736322,0.06944321644726201,6.944321644726201,-0.023040078112932183,-2.3040078112932183,1.0000542181084786,,,
2004-01-08,4,0.2585137,1000.0,974.2609256667453,0.022739304309464362,1126.3299560546875,1131.9200439453125,20.83156642148242,26.131170344237034,0.10317460317460317,1.0211461315401025,0.07887308460267294,-0.31958952445880257,-0.0004899888687508566,-0.005299603922754613,0.004835354128337011,2.5739074333254736e-05,0.01,-2.231752327408898,-2.2315953572961273,0.008213552361396304,0.9998373633105901,-0.31953754747657453,146.60028012416296,-5299.603922754613,5446.204202878776,0.025739074333254734,4445.055835094898,-975.330673792017,-1001.1483677838792,1130918.8955775285,1096363.9349182325,0.031517783063406905,3.1517783063406903,0.007751532766747449,0.7751532766747449,1.0000542181084786,,,
2004-01-09,5,0.25029778,899.9656712855467,1000.0,-0.08916828304835658,1131.9200439453125,1121.8599853515625,26.131170344237034,15.87484316873224,0.0992063492063492,1.0120705877585217,0.12152950200457795,-0.6266507675908387,0.001268687536184057,0.010256327175504794,-0.008887605310606284,0.00010003432871445329,0.01,-2.8584030949997365,-2.858110240028833,0.010951403148528405,0.9997831569589309,-0.6265148827327061,196.26858175479356,10256.327175504794,-10060.05859375,0.1000343287144533,-10961.326947518948,-1001.1483677838792,-901.2683537689479,1008734.2064515436,1130918.8955775285,-0.10804018714674372,-10.804018714674372,-0.10112613143078986,-10.112613143078985,1.0000542181084786,,,
2004-01-12,6,0.25164866,966.7150383734579,899.9656712855467,0.05921539370355815,1121.8599853515625,1127.22998046875,15.87484316873224,21.223173346337035,0.09523809523809523,1.0169150551479254,0.10978416540995554,-0.633393097717424,-0.0011072235523735335,-0.005348330177604794,0.0043078559923191715,6.67493670879112e-05,0.01,-3.4917961927171604,-3.491263000241891,0.019164955509924708,0.9996205555361554,-0.6331527602130578,-515.5189171650372,-5348.330177604794,4832.811260439757,0.0667493670879112,3864.5801870714326,-901.2683537689479,-968.231073368324,1088741.9427511916,1008734.2064515436,0.07931498286460782,7.931498286460783,-0.02983196594777926,-2.983196594777926,1.0001626631444052,,,
2004-01-13,7,0.250499,909.7116443770552,966.7150383734579,-0.050840508986524244,1127.22998046875,1121.219970703125,21.223173346337035,16.12519190629962,0.09126984126984126,1.011493207327919,0.11149009686893756,-0.6274988224229892,-0.00011322022926126297,0.005097981440037415,-0.005154198275302275,5.700339399640267e-05,0.01,-4.11929501514015,-4.1184897146646,0.02190280629705681,0.9995663609387664,-0.6272267144227085,-711.985381163613,5097.981440037415,-5809.966821201028,0.05700339399640268,-6721.303999624314,-968.231073368324,-911.337178423286,1019075.5260783102,1088741.9427511916,-0.06398799746507249,-6.398799746507248,-0.0919110756514071,-9.19110756514071,1.0000542181084786,,,
2004-01-14,8,0.26081246,1000.0,909.7116443770552,0.07986444650522972,1121.219970703125,1130.52001953125,16.12519190629962,28.206350467101288,0.0873015873015873,1.0198831187309128,0.10971811253512183,-0.6225570712670837,-0.004625770837434656,-0.012081158560801669,0.007545676078989958,9.028835562294478e-05,0.01,-4.741852086407233,-4.740743083467084,0.024640657084188913,0.9995121692795467,-0.6222533688024842,-3620.7958485811687,-12081.158560801669,8460.3627122205,0.09028835562294478,7458.597478840646,-911.337178423286,-1001.7652333798541,1129518.2542978702,1019075.5260783102,0.10837541025499331,10.83754102549933,0.0065034340728873374,0.6503434072887337,1.0000542181084786,,,
2004-01-15,9,0.25680536,1000.0,1000.0,0.0,1130.52001953125,1132.050048828125,28.206350467101288,25.557421513622103,0.08333333333333333,1.021263413660757,0.10279938663995564,-0.4754932613513031,0.004002314360585351,0.002648928953479185,0.0013533854071061668,0.0,0.01,-5.2173453477585365,-5.215978618226355,0.02737850787132101,0.9994579805583369,-0.4752355347592709,4178.958250354185,2648.928953479185,1530.029296875,0.0,528.2097496790525,-1001.7652333798541,-1001.8195471959475,1131048.229280929,1129518.2542978702,0.001354537633400118,0.1354537633400118,0.007866780852485489,0.7866780852485489,1.0000542181084786,,,
2004-01-16,10,0.26675338,1000.0,1000.0,0.0,1132.050048828125,1139.8299560546875,25.557421513622103,33.30509808935426,0.07936507936507936,1.0282819501825196,0.09953057849767075,-0.20564351034608672,-0.00087527085955729,-0.0077476765757321575,0.0068724057161748675,0.0,0.01,-5.422988858104623,-5.421499522837082,0.030116358658453114,0.9994037947749779,-0.20552090461072647,32.23065083034271,-7747.676575732157,7779.9072265625,0.0,6778.033362605666,-1001.8195471959475,-1001.8738639568334,1138828.0821907306,1131048.229280929,0.006878444887135907,0.6878444887135907,0.014799336958154274,1.4799336958154274,1.0000542181084786,,,
